I learned the hard way that you can't cheer up a grieving friend with _____.,
I never truly understood _____ until I encountered _____.,
I wish I hadn't lost the instruction manual for _____.,
"I'm sorry, Professor, but I couldn't complete my homework because of _____.",
"In 1,000 years, when paper money is but a distant memory, _____ will be our currency.",
"In a world ravaged by _____, our only solace is _____.",
"In an attempt to reach a wider audience, the Smithsonian Museum of Natural History has opened an interactive exhibit on _____.",
"In his new self-produced album, Kanye West raps over the sounds of _____.",
"In his new summer comedy, Rob Schneider is _____ trapped in the body of _____.",
What does Dick Cheney prefer?,
What don't you want to find in your Chinese food?,
What ended my last relationship?,
What gets better with age?,
What gives me uncontrollable gas?,
What has been making life difficult at the nudist colony?,
What helps Obama unwind?,
What is Batman's guilty pleasure?,
What never fails to liven up the party?,
What will always get you laid?,
What will I bring back in time to convince people that I am a powerful wizard?,
"What would grandma find disturbing, yet oddly charming?",
What's a girl's best friend?,
What's my anti-drug?,
What's my secret power?,
What's Teach for America using to inspire inner city students to succeed?,
What's that smell?,
What's that sound?,
What's the crustiest?,
What's the gift that keeps on giving?,
What's the most emo?,
What's the new fad diet?,
What's the next Happy Meal toy?,
What's the next superhero/sidekick duo?,
What's there a ton of in heaven?,
"When all else fails, I can always masturbate to _____.",
"When I am a billionaire, I shall erect a 50-foot statue to commemorate _____.",
"When I am President of the United States, I will create the Department of _____.",
"When I pooped, what came out of my butt?",
"When I was tripping on acid, _____ turned into _____.",
"When I'm in prison, I'll have _____ smuggled in.",
"When Pharaoh remained unmoved, Moses called down a Plague of _____.",
"While the United States raced the Soviet Union to the moon, the Mexican government funneled millions of pesos into research on _____.",
White people like _____.,
Who stole the cookies from the cookie jar?,
Why am I sticky?,
Why can't I sleep at night?,
Why do I hurt all over?,
Cum Dumpster,
Cunt,
Cutting his dick off,
David Hasselhoff,
dead puppies,
Defying the laws of physics,
Detroit,
Diarrhea,
Discovering you're the main dish at a cannibal gathering,
Disgruntled Apple fanboys,
Disney-themed weddings,
Donkey Shows,
Down's Syndrome,
Dressing up in blackface,
Dropkicking anti-Semitic lesbians,
Dropping your iPhone into a urinal,
Drunk-texting an ex,
East Indians,
Eating the yellow snow,
Editing Wikipedia to win an argument,
Elderly abuse,
Ellen Degeneres,
Encouraging children to eat lead paint chips,
Encouraging your passenger to moon a bus full of children when you pass it,
Etsy,
Eugenics for fun and profit,
Europeans,
Euthanasia,
Excruciatingly graphic Sonic the Hedgehog fan fiction,
Extremely tight pants,
Faith healing,
Farting into your petticoats and wafting it at Lord Gregory,
Fat American children,
Fellatio,
Feminists with facial hair,
Finding out that your lover is gay,
Finding your roommate passed out wearing a clown costume in a public bathroom,
Finishing off a pint of Ben & Jerry's and knowing you'd have kept eating more if it had been a gallon container,
First world problems,
Fistnig,
Fleshlights,
Forgetting the safe word,
Forwarding your grandmother all your erectile dysfunction pill spam,
Frantically clicking pictures of cats on the internet,
"Fred Phelps being sodomized with a Wookie (Yes, With, Not By)",
Free candy from strangers,
Front butt,
Fuck You,
"Fucking magnets, how do they work?",
Fucking while watching Schindler's List,
"Furries Yeah, Furries",
Gaining 100 pounds after you get married,
Gay cowboys eating pudding,
Gay for pay,
Gay Midget Donkey Porn,
Gay Twilight Porn,
Gay-marrying your prison rapist,
Genital warts,
Gerbils,
"Getting ""unfriended"" on Facebook",
Getting a lapdance from Hilary Clinton,
Getting angry at something just to pass the time,
Getting unfriended by your mom on Facebook,
Getting Your Period For The First Time,
Giant squid,
Gingers,
Girl Scouts on steroids,
Girls Gone Wild,
Girls who souldn't go wild,
Giving over to the dark side,
God Hates You,
Going on a Pop-Tart bender,
Going to black friday sales at 4am,
Hair in the shower drain,
Having a PhD in 'experimenting' with homosexuality,
Having dinner with your ex,
Having sex with a bowl of jello,
Helen Keller,
Helen Keller’s Driving school,
Hello Kitty,
Hello!,
Herpes,
Hillary Clinton's gynecologist,
Hitler’s House of Barbecue,
Hoarders,
homoerotic frat boys,
Hugging your grandma while you have an erection,
Human sacrifice,
Hunting accidents,
Hymen reconstruction surgery,
I love you,
I'm friends with your dad on Facebook,
Illegal immigrants,
Improvised explosive devices,
Indecent exposure,
Indian Food Poops,
Infuriating Incompetence,
Insatiable blood lust,
Insatiable bloodlust,
Ironic facial hair,
Jackass 19 year olds who wear sunglasses at the poker table,
Jacking Off Onto The Wedding Cake And Telling Everyone It's Just Frosting,
Jacking off to Saturday morning cartoons,
Jailbait,
Japanese schoolgirl porn,
Jerry Sandusky’s Security Blanket,
Jerry’s Kids,
Jesus,
Jock Itch,
Joe Biden's recurring wet dream,
Kibbles'n Bits,
Kicking a man while he's Tebowing,
Kicking Puppies,
Kumquats,
Ladies' underwear purchased from a vending machine,
Laughing at orphans,
Lesbian stripper ninjas,
Lolcats,
Losing your virginity to someone you just met at a frat party,
Lying to a girl to get her to put out,
Lying to terminally ill children about their life expectancy,
Lyme Disease,
M-m-m-mocking st-st-st-stutterers,
Making a girl pay on the first date,
Making love to a really sexy sheep,
Male pregnancy,
Man Boobs,
Masturbating With Glue,
Me in a thong,
Mecha-Hitler,
Mel Gibson's sanity,
Metal Gear,
Michigan,
Mistaking a retarded person for someone who's merely deaf,
Misunderstood pedophiles,
Mocking autistic children because they don't have feelings,
Monkeys Fucking,
Mother Theresa's rotting corpse,
Motherfucking Cthulhu,
Muhammed Ali,
Muscles,
Muslims,
My dick in a box,
My hopes and dreams,
NCIS Fanfiction,
Never being able to look your dog in the eyes again,
New England Clam Chowder,
Nicholas Cage's storied career,
Not knowing the difference between trolling and being wrong,
Not using enough lube,
NPR,
Nude wrestling,
Nuns,
Object-sexuals,
Off-duty Nazis just looking for a good time,
Old ladies paying by check,
Old Man Penis,
Old people having loud sex,
Cryogenically frozen testicles,
2 Girls 1 Cup,
50 Shades of Grey,
70's bush,
A 60 year old who is hot in a weird way,
A Bag of Milky Ways,
A bar-mitzvah,
"A beat so fresh, it just might destroy the universe",
A bitch slap,
A bitchy email from your boss,
A black hole,
"A black-and-white episode of ""Gilligan's Island""",
A box full of terrible foreign candy,
A bucket of angry tiger cubs,
A bushy mustache,
"A car trunk full of hot, glistening tripe",
A chainmail bikini,
A cheap motel,
A cheesy discharge,
A cripple fight,
A crippled albino midget,
A crying stripper,
A day care Fight Club,
A dead hooker,
A dildo,
A dude in a thong,
A failed abortion,
A fat ass in spandex,
A foul mouthed Furby,
A freshly waxed handle bar mustache,
A gas station bathroom,
A glass jar with a preserved two-headed fetal pig,
A gold digger,
A grown man crying at a movie,
A Hello Kitty vibrator,
A hilarious failed suicide attempt,
A horse with a boner,
A husband,
"A man pretending to be a woman's ""gay friend"" in order to get at that sweet vadge",
A man shot over a game of dominoes,
A man-sized hamster wheel,
A Maury Povitch paternity test,
A millionaire with a heart of gold,
A molester mustache,
A monolith,
A ninja with diarrhea,
A pack of Mentos and a two-liter bottle of Diet Coke,
A pearl necklace,
A person who is a douche but still hot,
A piñata full of scorpions,
A porn star with daddy issues,
A prosthetic leg,
A racist uncle,
A really ugly baby,
A rubber snake,
A rusty trombone,
A sadistic dentist,
A self-fulfilling prophecy,
A suspiciously convenient plot device,
A televangelist getting caught picking up male prostitutes,
A time machine,
A toddler-sized coffin,
A tramp stamp,
A vintage collection of Kirk-Spock slashfic,
A wet willy,
A wheelchair death race,
A whiny Taylor Swift song about a guy screwing her over,
A wife,
A wisecracking terrorist,
A wizard's sleeve,
A woman scorned,
A woman scorned,
A yeast infection,
Accidentally sexting your mom,
Adult diapers,
Adult friendfinder,
Amputee sex,
An attractive midget,
An awkward boner,
An Explosion of Juices in My Mouth,
An uncomfortably attractive pre-op tranny,
Anal Leakage,
Anal warts,
Anne Frank,
Anyone who puts Baby in a corner,
Asians,
Asians being racist against each other,
Asking her when she's due and finding out she's not pregnant,
Ass-to-mouth,
Assholes,
Assuming all handicapped people are retarded,
Atheists and agnostics,
Attending church,
Autistic Kids,
Autoerotic asphyxiation,
Baby pigs wearing people clothes,
Back hair,
Band geeks,
Barely 18 Chaz Bono,
Bath salts,
Bea Arthur’s Saggy Boobs,
Bears,
Beating Rodney King,
"Because Fuck You, That's Why",
Becoming a Junior High Chess Champion for the sweet hook-ups,
Becoming what you hate,
Bedbugs,
Beef,
Beer Farts,
"Being ""a little pregnant""",
"Being friends with someone who is awful, but frequently picks up the check at dinner",
"Being happy you just made a gay friend so you can use the phrase ""my gay friend""…",
Being Raped By A Moose,
Being turned on by phallic vegetables,
Being uncomfortable realizing you're outnumbered by members of another race,
Belly Button Lint,
Biggest Losers,
Bin Laden,
Binders full of women,
Black Jesus,
Blacking out,
Blood diamonds,
Bloody poop,
Blue Waffle,
Boobs that sag down to her knees,
Botched facelift,
Botulism,
Boy bands,
Breaking into a zoo to steal a monkey,
Breast Cancer,
Breath so bad that your butt is mad at your mouth,
Bunnies,
Burning in hell,
Burning when you pee,
Butt acne,
Butt Hair,
Butter,
Butthurt,
Canned tuna with extra dolphin,
Cards Against Humanity,
Carrot Top's pecs,
Cartoon pussy,
Celebrity beaver shot,
Cellophane underwear,
Charlie Sheen,
Childrens' crutches,
Chimpanzees with anger management issues,
Chris Farley seductively rubbing his nipples,
Chubby Chasers,
Chuck Norris,
Chunks of dead prostitute,
Classic Mickey Mouse porn,
Clubbing baby seals,
Consensual rape,
Cookies and kittens,
Cousin cuddling,
Cracking your knuckles,
Cripple Fight,
Crotchless toddler underwear,
Sticking a fork in an electrical socket,
One trillion dollars,
Oprah's Va-Jay-Jay,
Our homeless veterans,
Paris Hilton,
PCP,
Pedophilia,
Penguin orgy,
Penis implants,
People who smell their own socks,
Performing sex acts learned from Urban Dictionary,
Pirate customer service representatives,
"Pizza, Pot and Porn",
Pooping in the soup,
Popeye's Chicken,
Prison Rape,
Prosti-tots,
Public restrooms,
Puns that aren't funny,
Putting out on the first date,
"Putting the ""fun"" in ""fundamentalism""",
Putting wheel locks on wheelchairs,
Queen Latifah,
Quoting Monty Python,
Randy gerbils totally macking you,
Reading Rainbow,
Realdoll owners,
Reality television,
Realizing too late that there's no toilet paper left,
Reparations for slavery,
Richard simmons in a pink sparkly tanktop,
Riding the short bus,
Robbing a sperm bank,
Rock-Paper-Scissors-Lizard-Spock,
Rodent feces,
Ron Jeremy's penis,
Rotting elk carcasses,
Rusty Trombone,
Salmonella,
Sand in My Vagina,
"Saying ""I disapprove of what you say, but I will defend to the death your right to say it"" when you know you wouldn't",
Seabirds strangled by plastic six-pack rings,
Secondhand adult diapers,
Self-diagnosed Asperger's Syndrome sufferers,
Semen,
Sex with vegetables,
Sexual experimentation in college,
Shaken Baby Syndrome,
Sharting,
Sheep,
Showing up to an orgy for the food,
Sipping artificial popcorn butter,
Slaughtering innocent children,
Slavery,
Slutty nuns,
Smelly hippies,
Smelly Vaginas,
Smurf-on-smurfette action,
Snitching,
Snookis Vagina,
Speaking English instead of American,
Squirrel-on-whale action,
Starting a cult for tax breaks,
Stealing Babies,
Stealing Wheelchairs,
Stepping in gum,
Stepping on a hairball with a bare foot,
Stigmata,
Stormtroopers,
Stunt cock,
Suburban chain restaurants,
Sucking some dicks to not get drafted,
Suicidal Foxconn employees,
Swingers,
Synchronized Sneezing,
Syrup Sex,
Taking a dump in the ball pit at Chuck E Cheese,
Taking body shots off your mom,
Taking fantasy football way too seriously,
Teen Pregnancy,
Telling a nun to eat a dick,
Texas Sleigh Rides,
Thai Lady Boys,
"That ""not-so-fresh"" feeling",
That crazy bitch you work with,
That feeling when you encounter a handicapped person waiting for you to leave the largest stall in a restroom,
That guy who is pretty much a dick but you're still friends with him anyway,
That stuff between your toes,
The 911 Truther movement,
The ancient martial art of Flung Poo,
The Boy Scouts of America,
The cast of Jersey Shore,
The Challenger explosion,
The CIA selling crack in the inner-city,
The Civil War,
The Dick in My Mouth,
The drama club,
The dreams of a child,
The entire Mormon Tabernacle Choir,
The female orgasm,
The harsh day of light,
The Holy Grail,
The Human Centipede,
The Jonestown cult suicides,
The Kardashian sisters,
"The Knights Who Say ""Ni""!",
The lonliest Brony,
The Maury Show,
The orchestra that played as the Titanic went down,
The Red Menace,
The rich pageantry of Macy's Thanksgiving Day Parade,
The Ron Popeil Pocket Fisherman,
The second time I got crabs,
The Spanish Inquisition,
The Tea Party,
The three wise men,
"The two actors who played Darren Stevens in ""Bewitched""",
The wet spot on the bed,
This is a test,
This is what I'm saying!,
Three and a half babies,
"Three Asian strippers, two porn stars, and a suitcase full of blow",
Throwing a virgin into a volcano,
Throwing Poop like a Monkey,
Throwing up in your mouth,
Tickle Me Elmo,
Time travel,
"Toast with the burned image of Our Lord and Savior, Jesus Christ",
Toenail fungus,
Tossing Salad,
Traveling back in time to become your own grandparent,
Triangle Bush,
Trying to be nice while describing a friend's ugly baby,
Tuna noodle casserole,
Twincest,
Ugly Mexican hookers,
Unconditional love,
Underage cosplayers in bondage gear,
Unidentifiable spots on your dick,
Unironic Tebowing,
Vagina dentata,
Victims of lead-based paint,
Vorpal Dildo of Enlightenment +2,
War crimes,
Watching a Twilight movie on purpose,
Wearing extra thin pants for a strip club lap dance,
Wearing the genitals of a defeated enemy around your neck as a trophy,
White Trash,
Wolf-whistling at Girl Scouts,
Women,
Wondering if it was something you did which caused your significant other to become gay,
Wondering if the colorblind have an equally useless superpower,
World Series of Felching,
Yellow snow,
You are a whore,
Your ass hurting from wiping too much,
Your aunt barging into the bathroom when you're pooping,
Your face,
Zombie consultants,
Zyklon B,
